time,left_eye,right_eye,lips,head_h,head_v,head_slope,planar_angle,lip_sum,lip_ratio,abs_mov 
833,0.003661455659299373,0,0.005571524176291198,1.0,1.0,0.0,0.002879269201678067,2.0040956469243554,0.005571524176291198,0
834,0.005304651707336017,0,0.005693636257964374,2.0,0.0,2.0,0.0056460531180857025,2.0118642636109314,0.005693636257964374,0
835,0.006707709514343796,0,0.00886376421601165,0.0,1.0,1.0,0.005709679503859547,0.9955753078668295,0.00886376421601165,0
836,0.020435938263357545,0,0.017588512854114113,1.0,0.0,1.0,0.0029260668437224163,1.98750195251489,0.017588512854114113,0
837,0.036898240806232496,0,0.01757395965549735,0.0,1.0,1.0,5.505698392534175e-05,1.9919266446480606,0.01757395965549735,0
838,0.034466225538208495,0,0.003259983682894929,0.0,0.0,0.0,0.005615127224557183,0.9999611884109072,0.003259983682894929,0
839,0.003204859317643305,0,0.0010573469821875126,2.0,1.0,1.0,0.005559760180664331,3.987688158615043,0.0010573469821875126,0
840,0.003204859317643305,0,0.009763495721174853,2.0,0.0,2.0,0.005630928366783153,3.0130380968045074,0.009763495721174853,0
841,0.0,0,0.017477741097265742,1.0,1.0,2.0,0.002878554665975197,1.9746500618105358,0.017477741097265742,0
842,0.012939409529026391,0,0.0028611974923896666,0.0,1.0,1.0,0.005568329197980001,1.0421006195176972,0.0028611974923896666,0
843,0.015371424797050393,0,0.017702988337625847,1.0,0.0,1.0,0.002815955497172045,2.0299454473414755,0.017702988337625847,0
844,0.015371424797050393,0,0.01738571684999124,0.0,0.0,0.0,0.0,1.9994330263933762,0.01738571684999124,0
845,0.005880772292408465,0,0.00869291709074671,0.0,1.0,1.0,5.567973013583666e-05,0.999723260013127,0.00869291709074671,0
846,0.021998585939110027,0,0.0032183802367306003,0.0,0.0,0.0,0.00011104677402868843,1.0043477439005528,0.0032183802367306003,0
847,0.07609317567239021,0,0.008876342764912337,1.0,3.0,2.0,0.002998622936248519,1.0119030751999958,0.008876342764912337,1
848,0.08903067808116313,0,0.0032906409878475373,1.0,1.0,2.0,0.002903601646301969,0.9878066911802534,0.0032906409878475373,1
849,0.11403856829496586,0,0.0056995561438577536,0.0,1.0,1.0,7.238392421153247e-05,1.9952310645893476,0.0056995561438577536,1
850,0.001820715888895763,0,0.008831220920421212,0.0,2.0,2.0,0.00014354524766295104,0.9830377557696011,0.008831220920421212,0
851,0.014732316528866807,0,0.006315346915114928,0.0,0.0,0.0,0.0,2.0121933088197466,0.006315346915114928,0
852,0.030901027314347018,0,0.015228971852120243,0.0,1.0,1.0,0.005575248636647316,1.0077291120744576,0.015228971852120243,0
853,0.005565944418820801,0,0.0033036375792303008,1.0,0.0,1.0,0.002696693970672119,0.995535803254711,0.0033036375792303008,0
854,0.01558043358061717,0,0.008755863053265422,1.0,1.0,2.0,0.0027523737008079557,0.9833819990470545,0.008755863053265422,0
855,0.009734550211383086,0,0.012165773853704986,0.0,1.0,1.0,5.536704389285177e-05,0.0002507290076323443,0.012165773853704986,0
856,0.0058557364623601504,0,0.009460091223058076,0.0,0.0,0.0,0.00011104677402868843,3.031224811311972,0.009460091223058076,0
857,0.0038788137490229357,0,0.00032415017138576196,1.0,0.0,1.0,0.0028235894715422302,0.03134126415673677,0.00032415017138576196,0
858,0.03126136622056519,0,0.015208988412782454,1.0,1.0,2.0,0.002751659165105086,1.011826126967378,0.015208988412782454,0
859,0.02870080608667258,0,0.011691736346475745,0.0,1.0,1.0,0.0056862954106760046,0.047553271668192565,0.011691736346475745,0
860,0.013054762369898942,0,0.0035172520663067086,1.0,1.0,2.0,0.0028710098597970746,0.9642728552991855,0.0035172520663067086,0
861,0.018820181821434856,0,0.0031616796493388333,0.0,0.0,0.0,0.0,0.986805233986729,0.0031616796493388333,0
862,0.003204859317643305,0,0.0033034305702495104,1.0,0.0,1.0,0.002815642815904223,1.0131178177806248,0.0033034305702495104,0
863,0.0007824055078814451,0,0.012244875940323308,2.0,0.0,2.0,0.0,0.00023723537475461853,0.012244875940323308,0
864,0.005778716900062764,0,0.00014969853212770667,1.0,0.0,1.0,0.002815642815904223,0.00176518756512678,0.00014969853212770667,0
865,0.003959555029154016,0,0.003248415321341458,1.0,1.0,2.0,0.0027441173647601083,0.9981953078227548,0.003248415321341458,0
866,0.0007786837900477517,0,0.0,1.0,0.0,1.0,0.0028073864798563754,0.0,0.0,0
867,0.0,0,0.005527630911998649,0.0,1.0,1.0,6.326911509626706e-05,1.9996837554010085,0.005527630911998649,0
868,0.015371424797050393,0,0.006266989328137129,0.0,1.0,1.0,6.326911509626706e-05,2.03561069185605,0.006266989328137129,0
869,0.015371424797050393,0,0.009761357520791825,0.0,0.0,0.0,0.0,2.9641985376286755,0.009761357520791825,0
870,0.005880772292408465,0,0.021555977760927603,0.0,1.0,1.0,6.326911509626706e-05,3.000125474083717,0.021555977760927603,0
871,0.021252197089458857,0,0.030100193601134195,1.0,1.0,0.0,0.0028710098597970746,2.0004157077034677,0.030100193601134195,0
872,0.014592741007002641,0,0.009223477383371426,2.0,1.0,3.0,5.536704389285177e-05,2.9998875456859366,0.009223477383371426,0
873,0.0036537630417416422,0,0.01753821145520157,0.0,0.0,0.0,0.0,1.9994330263933762,0.01753821145520157,0
874,0.018992892898395453,0,0.014462801165888661,1.0,0.0,1.0,0.002815642815904223,3.0115875236240583,0.014462801165888661,0
875,0.0,0,0.003239186235517333,1.0,2.0,1.0,0.002815642815904223,0.9999604953878816,0.003239186235517333,0
876,0.0,0,0.017975540044265215,2.0,1.0,1.0,0.005559760180664331,2.0071621384678338,0.017975540044265215,0
877,0.01533912985665381,0,0.015521090021818174,2.0,0.0,2.0,0.005615127224557183,1.0046626205309792,0.015521090021818174,0
878,0.0013174903656804626,0,0.015521090021818174,1.0,0.0,1.0,0.0028077407447008075,1.0046626205309792,0.015521090021818174,0
879,0.003759562306631936,0,0.012260182438186829,0.0,1.0,1.0,6.326911509626706e-05,0.004701432120072013,0.012260182438186829,0
880,0.0038788137490229357,0,0.003319131174855494,1.0,0.0,1.0,0.002815642815904223,0.9999604953878816,0.003319131174855494,0
881,0.020973955394068378,0,0.0033328640327316417,0.0,2.0,2.0,0.0,0.9864476408727114,0.0033328640327316417,0
882,0.03658927789785993,0,0.009052214475587794,1.0,0.0,1.0,0.008445812102873946,0.9862111172498373,0.009052214475587794,0
883,0.015615322503791551,0,0.024997163140917045,1.0,1.0,0.0,0.008501179146766798,4.031461334934846,0.024997163140917045,0
884,0.005817076805259447,0,0.002737000673166512,1.0,0.0,1.0,0.0028080507997832356,3.0310128938934326,0.002737000673166512,0
885,0.01667325289294974,0,0.012029954130908627,2.0,1.0,3.0,4.7462346504042324e-05,0.0002514220306579773,0.012029954130908627,0
886,0.0154370648476852,0,0.003260907583631345,0.0,2.0,2.0,0.005631598313076268,0.9999611884109072,0.003260907583631345,0
887,0.0051465190838818065,0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0
888,0.018818356493827793,0,0.006580038758486839,1.0,2.0,3.0,0.00281528555087893,1.9999216837987888,0.006580038758486839,0
889,0.021881440167825394,0,0.003271697564350584,2.0,1.0,1.0,0.005462940463491082,1.0118628588360252,0.003271697564350584,0
890,0.00108113928659892,0,0.003256746836850788,2.0,1.0,3.0,5.6633845948200756e-05,1.0073986620907078,0.003256746836850788,0
891,0.013362091522480912,0,0.00010627745714292258,0.0,0.0,0.0,0.00569503188741852,0.011903075199995783,0.00010627745714292258,0
892,0.0005846922848788405,0,0.025000000000000022,1.0,1.0,0.0,0.002912047680041229,0.0,0.025000000000000022,0
893,0.0064329330672707186,0,0.0248937225428571,1.0,1.0,2.0,0.002782984207377291,0.011903075199995783,0.0248937225428571,0
894,0.0006339068101440248,0,0.0,1.0,2.0,3.0,0.0027186341431153956,0.0,0.0,0
895,0.004554733042801129,0,0.012166513662277834,1.0,0.0,1.0,0.0027186341431153956,0.0002902336197507793,0.012166513662277834,0
896,0.005188639852945154,0,0.021092614198109372,0.0,1.0,1.0,5.6633845948200756e-05,0.9994330263933762,0.021092614198109372,0
897,0.005263796405860888,0,0.005562123138717068,0.0,0.0,0.0,0.0,1.9952188469038106,0.005562123138717068,0
898,0.02034040881095328,0,0.0033639773971144704,1.0,0.0,1.0,0.0029362129819009222,0.9954955868906836,0.0033639773971144704,0
899,0.00495883309871431,0,0.002174175421937652,0.0,1.0,1.0,0.0057114809709645185,3.004109140557233,0.002174175421937652,0
900,0.004059635356786939,0,0.005236136563051941,0.0,1.0,1.0,6.435006426189563e-05,1.9507224033389718,0.005236136563051941,0
901,0.005318629976141909,0,0.006441296974061539,1.0,1.0,0.0,0.002895931154104244,2.0533867372182613,0.006441296974061539,0
902,0.030713289158019463,0,0.014472977507506035,1.0,2.0,3.0,0.0027350772898219362,2.9994590941307706,0.014472977507506035,0
903,0.030607681994714253,0,0.003421720367540071,1.0,1.0,0.0,0.008470260025966254,1.0068577562214784,0.003421720367540071,0
904,0.015326397371202005,0,0.012347933172161818,0.0,0.0,0.0,0.005678869635365565,0.007121922103834777,0.012347933172161818,0
905,0.02006652088383709,0,0.008926100535831538,1.0,0.0,1.0,0.002839618053325492,0.999723260013127,0.008926100535831538,0
906,0.025036303635811996,0,0.005512680184498853,1.0,0.0,1.0,0.0029519262264817263,2.004147952146326,0.005512680184498853,0
907,0.014860307242352211,0,0.0021487027873843823,2.0,1.0,3.0,5.5995072377482136e-05,2.9996435390370095,0.0021487027873843823,0
908,0.018734774269043408,0,0.0011898019751768185,0.0,1.0,1.0,5.6313100778752206e-05,3.9996047274479167,0.0011898019751768185,0
909,0.01825410300808411,0,0.008754987307150686,0.0,0.0,0.0,0.00011230817315623434,1.004109140557233,0.008754987307150686,0
910,0.0072539933864329,0,0.0035625495461580337,0.0,1.0,1.0,5.567973013583666e-05,0.9598862998095399,0.0035625495461580337,1
911,0.014247833468360949,0,0.0035767271469316353,0.0,1.0,1.0,5.536704389285177e-05,0.964272180353646,0.0035767271469316353,0
912,0.014292822107784375,0,0.015521090021818174,0.0,0.0,0.0,0.0,1.0046626205309792,0.015521090021818174,0
913,0.02189127968504312,0,0.003104935396485986,0.0,1.0,1.0,5.536704389285177e-05,1.0392848569818227,0.003104935396485986,0
914,0.004971253407422105,0,0.006548962641474088,0.0,1.0,1.0,5.536704389285177e-05,2.0347804438725063,0.006548962641474088,0
915,0.006301666547117946,0,0.012051475923165411,1.0,0.0,1.0,0.0029346362455709187,0.03146133493484626,0.012051475923165411,0
916,0.006301666547117946,0,0.015573698916475975,1.0,1.0,2.0,0.0029896932294962604,1.031420387409156,0.015573698916475975,0
917,0.0,0,0.010379670589631351,0.0,1.0,1.0,5.505698392534175e-05,2.9998793314981924,0.010379670589631351,0
918,0.014240921143205632,0,0.0033981138534691646,0.0,2.0,2.0,0.0,0.9999604953878816,0.0033981138534691646,0
919,0.0,0,0.005531458205020767,0.0,1.0,1.0,5.536704389285177e-05,2.0041874567584443,0.005531458205020767,0
920,0.02751617178452781,0,0.00337933583294725,0.0,1.0,1.0,0.005671734459467606,1.0,0.00337933583294725,0
921,0.008926747854740569,0,0.012385851688921368,0.0,1.0,1.0,0.005671734459467606,0.00027673998687305357,0.012385851688921368,0
922,0.006444676942309824,0,0.009113750767685891,1.0,1.0,2.0,0.0027682250786088512,1.0116263352131227,0.009113750767685891,0
923,0.007680673560996887,0,0.018120379903880823,0.0,0.0,0.0,0.005520598779416807,2.0113621693307664,0.018120379903880823,0
924,0.009396108015626792,0,0.02107382896746207,0.0,1.0,1.0,0.005568329197980001,0.963770086073481,0.02107382896746207,0
925,0.01137547497243746,0,0.017533661482799057,0.0,1.0,1.0,0.005695224698850112,1.963770086073481,0.017533661482799057,0
926,0.005529869818520106,0,0.005586923068031213,1.0,1.0,0.0,0.002751659165105086,2.0068577562214784,0.005586923068031213,0
927,0.003550502861709437,0,0.006429309321938748,2.0,1.0,1.0,0.005575248636647316,2.041982086952487,0.006429309321938748,0
928,0.004833785311196825,0,0.006549770738438043,2.0,0.0,2.0,0.0,2.034860164848652,0.006549770738438043,0
929,0.0007507140940718471,0,0.006858267772496707,0.0,0.0,0.0,0.0,2.0,0.006858267772496707,0
930,0.01570080559733361,0,0.001616975746953131,2.0,0.0,2.0,0.0,3.9640342519558374,0.001616975746953131,0
931,0.01570080559733361,0,0.002092792344316474,2.0,1.0,1.0,5.567973013583666e-05,2.9988944168044895,0.002092792344316474,0
932,0.02404062800953355,0,0.00032655796972624884,0.0,1.0,1.0,5.567973013583666e-05,0.03039596810333478,0.00032655796972624884,0
933,0.004587985375694048,0,0.006981556736162187,0.0,0.0,0.0,0.0,1.9999188361103108,0.006981556736162187,0
934,0.005431003142866153,0,0.015892350774130204,1.0,1.0,0.0,0.002759963085768386,0.9957313793518665,0.015892350774130204,0
935,0.014021639490973348,0,0.015892350774130204,2.0,0.0,2.0,0.005631598313076268,0.9957313793518665,0.015892350774130204,0
936,0.010211431423122641,0,0.008984843867556713,2.0,1.0,3.0,4.773041856319382e-05,0.9883736647868488,0.008984843867556713,0
937,0.010211431423122641,0,0.015655161537502793,0.0,1.0,1.0,0.0057114809709645185,1.0464053361720858,0.015655161537502793,0
938,0.01874010265467435,0,0.005152770583193078,0.0,1.0,1.0,0.0057114809709645185,1.9604114725237025,0.005152770583193078,0
939,0.01117395864805204,0,0.010995467854429952,1.0,1.0,2.0,0.0027682250786088512,3.9994590941307706,0.010995467854429952,0
940,0.005873433293192842,0,0.0,2.0,1.0,3.0,5.567973013583666e-05,0.0,0.0,0
941,0.0006806989030130883,0,0.005858016174747016,1.0,0.0,1.0,0.0028235894715422302,2.034583424861779,0.005858016174747016,0
942,0.02397061281847479,0,0.006671155400736761,1.0,1.0,0.0,0.002879269201678067,2.034860164848652,0.006671155400736761,0
943,0.0,0,0.005365526299562329,2.0,1.0,1.0,5.567973013583666e-05,1.9928780778961652,0.005365526299562329,0
944,0.018701928539767654,0,0.015437952757510032,1.0,1.0,0.0,0.0028716352273078817,1.041982086952487,0.015437952757510032,0
945,0.015847510185381497,0,0.003074713087484693,0.0,1.0,1.0,4.773041856319382e-05,1.0303959681033348,0.003074713087484693,0
946,0.0026965340986599418,0,0.019756893361134675,1.0,1.0,0.0,0.0027682250786088512,2.0047283626276737,0.019756893361134675,0
947,0.008678940873777519,0,0.025288351566155443,1.0,0.0,1.0,0.002815955497172045,0.0005409058692293911,0.025288351566155443,0
948,0.01707678157662368,0,0.00899079194787239,0.0,0.0,0.0,0.0,1.0042276731224433,0.00899079194787239,0
949,0.016117813646701562,0,0.0034593337428516224,1.0,1.0,2.0,0.0028716352273078817,0.999959783636001,0.0034593337428516224,0
950,0.0007463888496511695,0,0.0034750576509533504,0.0,0.0,0.0,0.0,1.0044641967453174,0.0034750576509533504,0
951,0.013275250641322178,0,0.0031484996812271016,1.0,1.0,2.0,0.002775904040780281,1.0348601648486522,0.0031484996812271016,0
952,0.01874010265467435,0,0.0031327757731253736,0.0,1.0,1.0,4.8000767964406776e-05,1.0303557517393358,0.0031327757731253736,0
953,0.0037594952337788867,0,0.005466523286931757,1.0,0.0,1.0,0.002823904808744688,1.9996956177536447,0.005466523286931757,0
954,0.014980607420895464,0,0.0019443002936211928,1.0,0.0,1.0,0.002823904808744688,2.9996546702279545,0.0019443002936211928,0
955,0.01874010265467435,0,0.0019599625663230813,0.0,0.0,0.0,0.0,2.995190473482637,0.0019599625663230813,0
956,0.013155603249405678,0,0.008941519302485268,0.0,0.0,0.0,0.0,0.9952716373723263,0.008941519302485268,0
957,0.0,0,0.00699771337046301,1.0,2.0,1.0,0.002823904808744688,2.0044641967453174,0.00699771337046301,0
958,0.013155603249405678,0,0.009088393272846607,1.0,1.0,2.0,0.0028716352273078817,0.999723260013127,0.009088393272846607,0
959,0.005464852013352173,0,0.010139638714851129,1.0,0.0,1.0,0.0028162235649921916,3.0,0.010139638714851129,0
960,0.0038182300641177447,0,0.003638176436920937,1.0,1.0,0.0,0.0028639539835553854,0.9643109919427104,0.003638176436920937,0
961,0.009457020577204434,0,0.01196245807259022,1.0,0.0,1.0,0.002823904808744688,0.04759208325728537,0.01196245807259022,0
962,0.0,0,0.0054609957946600285,1.0,0.0,1.0,0.002823904808744688,1.9880969248000042,0.0054609957946600285,0
963,0.0,0,1.578110413630318e-05,1.0,0.0,1.0,0.002823904808744688,0.004545360635006546,1.578110413630318e-05,0
964,0.0055844994052686725,0,0.010138414933803408,0.0,1.0,1.0,5.567973013583666e-05,2.9998793314981924,0.010138414933803408,0
965,0.0019793669568106687,0,0.012260182438186829,1.0,0.0,1.0,0.002815955497172045,0.004701432120072013,0.012260182438186829,0
966,0.012815232826793088,0,0.008926100535831538,0.0,1.0,1.0,4.773041856319382e-05,0.999723260013127,0.008926100535831538,0
967,0.009960814472406931,0,0.012385851688921368,1.0,0.0,1.0,0.002824175153869556,0.00027673998687305357,0.012385851688921368,0
968,0.014950091503261764,0,0.012507075637630427,0.0,0.0,0.0,0.005648079962614244,0.007162138467833756,0.012507075637630427,0
969,0.010116306192064939,0,0.01033604740899735,0.0,1.0,1.0,5.5995072377482136e-05,3.004464196745289,0.01033604740899735,0
970,0.010116306192064939,0,0.0013040294223202742,1.0,1.0,0.0,0.00287989988112217,4.01609053195844,0.0013040294223202742,0
971,0.0007201981764381471,0,0.006892019413979988,1.0,0.0,1.0,0.002823904808744688,2.01609053195844,0.006892019413979988,0
972,0.0,0,0.0036929855607543693,1.0,1.0,0.0,0.0028716352273078817,0.9883736647868773,0.0036929855607543693,0
973,0.009396108015626792,0,0.016239052175851587,2.0,1.0,1.0,4.773041856319382e-05,0.9928780778961652,0.016239052175851587,0
974,0.0055844994052686725,0,0.012635603937279416,1.0,0.0,1.0,0.002823904808744688,0.011667282738841322,0.012635603937279416,0
975,0.0,0,0.012528373377015734,1.0,1.0,2.0,0.0028716352273078817,0.0002357924611828821,0.012528373377015734,0
976,0.0042156601913181935,0,0.014472673670636926,1.0,0.0,1.0,0.002927630299685364,2.9994188777667716,0.014472673670636926,0
977,0.02893698710386483,0,0.017517999210097168,0.0,0.0,0.0,0.005743853864677555,1.9682342828187984,0.017517999210097168,0
978,0.024721326912546637,0,0.012067199831267139,2.0,1.0,1.0,0.005687858792300073,0.03596574804416264,0.012067199831267139,0
979,0.0,0,0.008888182019071988,0.0,1.0,1.0,5.5995072377482136e-05,0.9928780778961652,0.008888182019071988,0
980,0.0,0,0.014453919572408935,0.0,1.0,1.0,5.5995072377482136e-05,2.992601337909292,0.014453919572408935,0
981,0.0007507140940718471,0,0.0020906799023835965,0.0,0.0,0.0,0.0,3.0041874567584443,0.0020906799023835965,0
982,0.004833785311196825,0,0.005546816640853547,0.0,1.0,1.0,5.567973013583666e-05,1.999683043649128,0.005546816640853547,0
983,0.0,0,0.005873374610579796,1.0,1.0,2.0,0.0027682250786088512,2.0300790117524627,0.005873374610579796,0
984,0.004833785311196825,0,0.011616356737564448,1.0,1.0,2.0,0.0027682250786088512,4.046486500061775,0.011616356737564448,0
985,0.0132709253969015,0,0.012703030714929175,1.0,0.0,1.0,0.0029432558923556673,0.011903075199995783,0.012703030714929175,0
986,0.004718463163701003,0,0.005478787466889012,0.0,0.0,0.0,0.005759211389527712,1.9880969248000042,0.005478787466889012,0
987,0.0030392970573407396,0,0.003569721038065299,1.0,1.0,2.0,0.0028716352273078817,0.9954129405555818,0.003569721038065299,0
988,0.01570080559733361,0,0.012568201458565187,1.0,0.0,1.0,0.002823904808744688,0.011861376390584155,0.012568201458565187,0
989,0.0,0,0.010138414933803408,1.0,1.0,2.0,0.0027682250786088512,2.9998793314981924,0.010138414933803408,0
990,0.0194526426338395,0,0.022723217289249087,0.0,0.0,0.0,0.0,3.0163277673331947,0.022723217289249087,0
991,0.0,0,0.012584802355445679,1.0,1.0,2.0,0.003007605956617563,0.01644843583500233,0.012584802355445679,0
992,0.010665250867483655,0,1.578110413630318e-05,1.0,0.0,1.0,0.0029519262264817263,0.004545360635006546,1.578110413630318e-05,0
993,0.010665250867483655,0,0.0035039118494745725,0.0,0.0,0.0,0.0,1.0,0.0035039118494745725,0
994,0.018701928539767654,0,0.005478787466889012,1.0,0.0,1.0,0.0029519262264817263,1.9880969248000042,0.005478787466889012,0
995,0.02397061281847479,0,0.005478787466889012,1.0,0.0,1.0,0.002839618053325492,1.9880969248000042,0.005478787466889012,0
996,0.005268684278707136,0,0.005462635199836308,0.0,0.0,0.0,0.00011230817315623434,1.9926422854349823,0.005462635199836308,0
997,0.009607488812577947,0,0.005588052554118206,1.0,1.0,0.0,0.0028875761622198307,1.99995830119056,0.005588052554118206,0
998,0.011180962524528548,0,0.006819272797829845,0.0,1.0,1.0,0.0057114809709645185,2.0073160157555776,0.006819272797829845,0
999,0.0006880148805514796,0,0.00010723491171177324,0.0,0.0,0.0,9.519276506723615e-05,0.011903075199995783,0.00010723491171177324,0
1000,0.01088108088803419,0,0.003548013214348944,2.0,1.0,1.0,4.7462346504042324e-05,0.9880969248000042,0.003548013214348944,0
1001,0.006243785020129178,0,0.0058640564404617845,0.0,1.0,1.0,4.773041856319382e-05,2.039087837971067,0.0058640564404617845,0
1002,0.0030392970573407396,0,0.016018252478401496,1.0,0.0,1.0,0.002824175153869556,0.9653368541621319,0.016018252478401496,0
1003,0.017989388560602504,0,0.00031581956330029026,1.0,0.0,1.0,0.002824175153869556,0.03568900805726116,0.00031581956330029026,0
1004,0.008706306483132586,0,0.0032636777165819253,0.0,0.0,0.0,0.0,0.9999611884109072,0.0032636777165819253,0
1005,0.009457020577204434,0,0.01550397315982105,1.0,1.0,2.0,0.0027682250786088512,1.0010272669942992,0.01550397315982105,0
1006,0.0043485027865816095,0,0.006564628080711177,0.0,0.0,0.0,0.0,2.0464053361720858,0.006564628080711177,0
1007,0.010106132601609197,0,0.0034008094959739332,0.0,1.0,1.0,5.567973013583666e-05,1.0070809745781446,0.0034008094959739332,0
1008,0.015602783636289141,0,0.0070933419383518714,1.0,0.0,1.0,0.002823904808744688,1.9954129405555534,0.0070933419383518714,0
1009,0.005496651034679945,0,0.007109065846453599,2.0,0.0,2.0,0.005647494280286918,1.9999173536648698,0.007109065846453599,0
1010,0.0005889404799496734,0,0.00032977944727857755,2.0,0.0,2.0,0.005647494280286918,0.0303557517393358,0.00032977944727857755,0
1011,0.003759562306631936,0,0.012699907228098217,0.0,0.0,0.0,0.005647494280286918,0.03458342486177912,0.012699907228098217,0
1012,0.0007507140940718471,0,0.019389135386893797,1.0,0.0,1.0,0.0028235894715422302,2.011903075199996,0.019389135386893797,0
1013,0.0007507140940718471,0,0.005607879604424881,1.0,1.0,2.0,0.0028716352273078817,2.0113621693307664,0.005607879604424881,0
1014,0.014980607420895464,0,0.021633037594204207,0.0,0.0,0.0,0.0,0.9949546810214542,0.021633037594204207,0
1015,0.004472035212944037,0,0.0011431022607532038,1.0,1.0,2.0,0.0028716352273078817,4.011777957904457,0.0011431022607532038,0
1016,0.006177391992517323,0,0.0058007269022912755,0.0,1.0,1.0,5.567973013583666e-05,2.011860604239587,0.0058007269022912755,0
1017,0.001705356779573286,0,0.0160447146479325,1.0,1.0,2.0,0.0027682250786088512,0.9835098653555576,0.0160447146479325,0
1018,0.0015199404103906633,0,0.02521610171504679,0.0,0.0,0.0,0.0,0.016213394657569324,0.02521610171504679,0
1019,0.01574983373721428,0,0.005603042665706048,0.0,0.0,0.0,0.0,1.9996807890526895,0.005603042665706048,0
1020,0.020275402251718255,0,0.005619648051135184,1.0,1.0,2.0,0.0027682250786088512,1.995093729608243,0.005619648051135184,0
1021,0.006045508924894638,0,0.021779361059615254,0.0,1.0,1.0,5.567973013583666e-05,0.994887665758398,0.021779361059615254,0
1022,0.009396108015626792,0,0.0034359387991255153,1.0,1.0,2.0,0.0028716352273078817,1.0045453606349781,0.0034359387991255153,0
1023,0.001235996618687063,0,0.012613565274313843,1.0,1.0,0.0,0.0028716352273078817,0.007563778414890976,0.012613565274313843,0
1024,0.0043485027865816095,0,0.0014848320962820294,0.0,0.0,0.0,0.0,3.9953704695951444,0.0014848320962820294,0
1025,0.0,0,0.0054609957946600285,1.0,1.0,0.0,0.008504305786112842,1.9880969248000042,0.0054609957946600285,0
1026,0.0,0,0.0034561367384699504,0.0,3.0,3.0,0.005680400977368154,1.0045044131093164,0.0034561367384699504,0
1027,0.014980607420895464,0,0.0033789281246142666,1.0,2.0,1.0,0.002824175153869556,0.999959783636001,0.0033789281246142666,0
1028,0.014980607420895464,0,0.012400802416421164,1.0,1.0,2.0,0.002776444735306362,0.004740936732190448,0.012400802416421164,0
1029,0.0,0,0.018137748287641864,0.0,1.0,1.0,4.7462346504042324e-05,2.0071219221038348,0.018137748287641864,0
1030,0.0,0,0.0067924081324032826,0.0,0.0,0.0,9.519276506723615e-05,2.004504413109288,0.0067924081324032826,0
1031,0.0,0,0.0057796026019016344,0.0,0.0,0.0,0.0,2.011903075199996,0.0057796026019016344,0
1032,0.0055844994052686725,0,0.0021059864002471174,0.0,0.0,0.0,0.0,2.999723260013127,0.0021059864002471174,0
1033,0.0055844994052686725,0,0.011209662582744417,0.0,1.0,1.0,4.773041856319382e-05,3.994887665758398,0.011209662582744417,0
1034,0.01570080559733361,0,0.025308366442098162,0.0,1.0,1.0,4.773041856319382e-05,0.0121091390498691,0.025308366442098162,0
1035,0.005855651776072057,0,0.009148653433618092,0.0,0.0,0.0,0.0,0.9880969247999758,0.009148653433618092,0
1036,0.009845153821261554,0,0.003568344401408241,1.0,0.0,1.0,0.002824175153869556,0.9999575290395626,0.003568344401408241,0
1037,0.014980607420895464,0,0.010322757287658746,1.0,0.0,1.0,0.002824175153869556,2.999877137300871,0.010322757287658746,0
1038,0.01707678157662368,0,0.0033942865604470462,0.0,1.0,1.0,4.8000767964406776e-05,1.0044641967453174,0.0033942865604470462,0
1039,0.032010235458454606,0,0.009006515855974118,0.0,1.0,1.0,4.8000767964406776e-05,0.999723260013127,0.009006515855974118,0
1040,0.02991406130272639,0,0.007109947323781007,1.0,0.0,1.0,0.002823904808744688,2.0,0.007109947323781007,0
1041,0.0,0,0.021763955480574804,1.0,0.0,1.0,0.002919097573811924,0.9994330263933762,0.021763955480574804,0
1042,0.0,0,0.00908827060345685,0.0,0.0,0.0,0.0,0.9997097663802492,0.00908827060345685,0
1043,0.014980607420895464,0,0.00908827060345685,0.0,0.0,0.0,0.0,0.9997097663802492,0.00908827060345685,0
1044,0.0,0,0.0022532057403726324,1.0,1.0,2.0,0.0027687612184881492,3.0041739631255666,0.0022532057403726324,0
1045,0.014980607420895464,0,0.003287051648735273,3.0,0.0,3.0,0.0028162235649921916,1.0163672719453132,0.003287051648735273,0
1046,0.0055844994052686725,0,0.003548013214348944,1.0,1.0,0.0,0.0028716352273078817,0.9880969248000042,0.003548013214348944,0
1047,0.0,0,0.0,1.0,0.0,1.0,0.002823904808744688,0.0,0.0,0
1048,0.0055844994052686725,0,0.009199118865454603,0.0,0.0,0.0,0.0,1.0119030751999958,0.009199118865454603,0
1049,0.0007507140940718471,0,0.01828751213830121,0.0,0.0,0.0,0.0,2.0116263352131227,0.01828751213830121,0
1050,0.0,0,0.01263640648719555,0.0,0.0,0.0,0.0,0.01162633521312273,0.01263640648719555,0
1051,0.0,0,0.01263640648719555,2.0,0.0,2.0,0.0,0.01162633521312273,0.01263640648719555,0
1052,0.014950091503261764,0,0.01828751213830121,3.0,0.0,3.0,0.002823904808744688,2.0116263352131227,0.01828751213830121,0
1053,0.0,0,0.0032480537288965827,1.0,0.0,1.0,0.002823904808744688,1.0121933088197466,0.0032480537288965827,0
1054,0.019157164276489613,0,0.032481043218856864,1.0,1.0,2.0,0.0027682250786088512,1.995894178443109,0.032481043218856864,0
1055,0.023794460144394625,0,0.01457287482984565,2.0,1.0,3.0,5.536704389285177e-05,3.9837008696233625,0.01457287482984565,0
