time,left_eye,right_eye,lips,head_h,head_v,head_slope,planar_angle,lip_sum,lip_ratio,abs_mov 
2595,0.008744950386877393,0,0.00350797673494202,1.0,1.0,0.0,0.0030391724295212846,1.0409385371265785,0.00350797673494202,0
2596,0.012052732544029554,0,0.021625642931977662,2.0,1.0,1.0,1.819902453644405e-05,0.9178652418379443,0.021625642931977662,0
2597,0.0033077821571521615,0,0.028921438485310313,1.0,2.0,3.0,0.0030209734049848405,1.0422821833083162,0.028921438485310313,0
2598,0.0011781823457822083,0,0.0344002765814474,1.0,3.0,2.0,0.0030026640873964863,0.8858687704162094,0.0344002765814474,1
2599,0.004822393682951953,0,0.020969586389000483,1.0,1.0,2.0,0.003113522686819529,0.8894721608704401,0.020969586389000483,0
2600,0.006000576028734161,0,0.000371658114420359,3.0,3.0,0.0,0.0030952684086825374,0.03943956338446242,0.000371658114420359,1
2601,0.0,0,0.00025501864085347714,3.0,1.0,4.0,0.0030952684086825374,0.07541467347206776,0.00025501864085347714,0
2602,6.240933561091344e-05,0,0.0022474576210493313,2.0,0.0,2.0,0.006209347235478155,2.9594375251496388,0.0022474576210493313,0
2603,0.013248178060593363,0,0.0026193800492124164,0.0,1.0,1.0,0.006124407118484337,2.998877088534101,0.0026193800492124164,0
2604,0.01318576872498245,0,0.015988260973978985,1.0,1.0,2.0,0.003048076248546156,1.0319597855510096,0.015988260973978985,0
2605,0.011662640380446343,0,0.015988260973978985,2.0,1.0,1.0,3.774795685743647e-05,1.0319597855510096,0.015988260973978985,0
2606,0.01906305725838031,0,0.009496910511403112,5.0,1.0,6.0,0.0030952684086825374,3.038271819209882,0.009496910511403112,0
2607,0.013121073169190423,0,3.8513121602079536e-05,1.0,1.0,0.0,0.009116588411700698,4.004915873100288,3.8513121602079536e-05,0
2608,0.0013893597390539636,0,0.0029776128809351765,2.0,1.0,3.0,5.5922156298945924e-05,2.9427166525701693,0.0029776128809351765,0
2609,0.005688969676082012,0,0.015863937074562073,2.0,4.0,2.0,0.0,0.9892282161761727,0.015863937074562073,0
2610,0.025161414191475384,0,0.026289588111675366,2.0,2.0,0.0,0.0,0.0008159009776136372,0.026289588111675366,0
2611,0.01943355048832296,0,0.026168708153249176,3.0,1.0,4.0,0.0031225283909948193,0.012002505284698373,0.026168708153249176,0
2612,0.013003354694715363,0,0.015467264651403911,3.0,1.0,4.0,0.003234032864646439,3.0682290166834605,0.015467264651403911,0
2613,0.0,0,0.03442969456532735,1.0,1.0,0.0,0.003084704764704632,5.034535859339769,0.03442969456532735,0
2614,0.005281525116900054,0,0.0004257548108800857,3.0,0.0,3.0,0.00302945919821483,3.9975695236097124,0.0004257548108800857,0
2615,0.006411343298556527,0,0.01233334202094677,2.0,0.0,2.0,0.0,0.04197177557136911,0.01233334202094677,0
2616,0.0011298181816564723,0,0.009072374471384648,3.0,2.0,1.0,0.00302945919821483,1.050539116171251,0.009072374471384648,0
2617,0.004197487102236275,0,0.02772564463072924,1.0,0.0,1.0,0.008941367550153784,2.9989870008416233,0.02772564463072924,0
2618,0.018527953623962534,0,0.01900872252019936,4.0,0.0,4.0,0.0060214013986971925,1.986877857941323,0.01900872252019936,0
2619,0.014642557092336195,0,0.005846188075546821,3.0,0.0,3.0,0.003011219516175013,1.9976602561317804,0.005846188075546821,0
2620,0.001967951199734863,0,0.009505146017167565,2.0,0.0,2.0,0.006022111330100695,1.0371503827392416,0.009505146017167565,0
2621,0.011039131765526733,0,0.002663900300766464,3.0,1.0,2.0,0.002938189932032119,2.9975226982330128,0.002663900300766464,0
2622,0.011661684685849938,0,0.009038393107697995,4.0,1.0,3.0,7.188684997323086e-05,1.0381779226444507,0.009038393107697995,0
2623,0.034400598077416966,0,0.0037224016693889195,2.0,2.0,4.0,0.00609227178265348,1.0374148541276327,0.0037224016693889195,1
2624,0.1729076926017295,0,0.02557156872530497,4.0,3.0,1.0,5.3287860973732365e-05,0.03586085173884612,0.02557156872530497,1
2625,0.017788718444809504,0,0.034590874023128715,5.0,1.0,6.0,0.0030286788999626963,1.0768404162703291,0.034590874023128715,0
2626,0.027582709105086478,0,0.01959337681201423,4.0,1.0,3.0,0.0058886726959134685,1.981160687115164,0.01959337681201423,0
2627,0.11891488937665246,0,0.003043412677518842,6.0,2.0,8.0,0.006090684081962783,0.9389754640581032,0.003043412677518842,1
2628,0.022146532364757,0,0.02492818784541395,8.0,5.0,3.0,0.0058671958319382635,0.07529257953399338,0.02492818784541395,1
2629,0.021563643830041,0,0.009031718077874451,7.0,1.0,6.0,0.003061521023682477,1.0597710994924796,0.009031718077874451,0
2630,0.010627495168941514,0,0.012195381259423321,5.0,2.0,3.0,0.0029650006814313824,0.11961232873420613,0.012195381259423321,0
2631,0.012938355913626576,0,0.01626888444743041,6.0,4.0,2.0,0.006124142421697589,1.0847779029934372,0.01626888444743041,0
2632,0.009312444246892704,0,0.014188791438781434,5.0,0.0,5.0,0.0027692427464064764,3.177108364397384,0.014188791438781434,0
2633,0.012128156650472621,0,0.012895155253935364,4.0,1.0,5.0,0.0058031853761617985,0.039591422525745656,0.012895155253935364,0
2634,0.0067963804702952935,0,0.008781639411614417,4.0,3.0,1.0,0.006045663659585206,1.0947798389903483,0.008781639411614417,0
2635,0.021841983916784602,0,0.015855520600211614,5.0,0.0,5.0,0.002663400242822009,3.129707749556445,0.015855520600211614,0
2636,0.018358405080337925,0,0.016499571000751223,3.0,4.0,1.0,0.002942010309531312,1.9570353245934768,0.016499571000751223,0
2637,0.002866560279372543,0,0.012491412626252363,3.0,0.0,3.0,0.008828585365815184,0.10900537744771555,0.012491412626252363,0
2638,0.013347893116793075,0,0.0071637357687127645,1.0,2.0,1.0,0.008828585365815184,2.0413168101739814,0.0071637357687127645,0
2639,0.009884401986110736,0,0.0037097593903034354,2.0,0.0,2.0,0.006161096289569672,1.1512459751507436,0.0037097593903034354,0
2640,0.004063642220414332,0,0.03015700064450816,4.0,1.0,5.0,0.0004083021208974025,1.9452982310785956,0.03015700064450816,0
2641,0.02228845213721159,0,0.03133635888934033,1.0,0.0,1.0,0.0023336402496830153,1.8173475105951695,0.03133635888934033,0
2642,0.004739023253816643,0,0.0006351213743150952,3.0,2.0,5.0,0.002571530537920773,3.1693257381165836,0.0006351213743150952,0
2643,0.017340786934933017,0,0.0008422208603828252,2.0,0.0,2.0,0.0,2.9377307351138597,0.0008422208603828252,0
2644,0.012947812686080029,0,0.008026644634347158,2.0,2.0,0.0,0.0,1.9396385262237459,0.008026644634347158,0
2645,0.004837209505948015,0,0.002496607362017733,4.0,1.0,3.0,0.011518393601696805,6.126124155203058,0.002496607362017733,0
2646,0.011864280247141257,0,0.026945179875138947,0.0,0.0,0.0,0.01196183798604962,0.15921043968572235,0.026945179875138947,1
2647,0.0055525771345311115,0,0.01744158659707956,2.0,2.0,4.0,0.005749872423211247,0.9013753445785824,0.01744158659707956,0
2648,0.012404440616588241,0,0.01879953225375436,0.0,5.0,5.0,0.005601210382681285,1.8900545415715158,0.01879953225375436,0
2649,0.0005488209889092377,0,0.018507242876056984,0.0,1.0,1.0,0.0058951065832588065,2.146965849149609,0.018507242876056984,0
2650,0.012696109560135505,0,0.00404869801168628,3.0,1.0,4.0,0.002714993079990971,0.8437758738720618,0.00404869801168628,0
2651,0.004190681983077205,0,0.014342264680549277,2.0,0.0,2.0,0.006112649221286695,3.088849386614072,0.014342264680549277,1
2652,0.01718308716322753,0,0.003837527879795355,2.0,1.0,3.0,0.00017731544231679858,0.9956205456159637,0.003837527879795355,0
2653,0.017293986737145994,0,0.010521149140923947,2.0,3.0,1.0,0.00017834849106464906,4.15710047980852,0.010521149140923947,0
2654,0.028664295694579067,0,0.03259190403234741,1.0,4.0,5.0,0.0032523515774113484,5.102783524678017,0.03259190403234741,0
2655,0.011622834326327491,0,0.00777793363571766,1.0,3.0,4.0,0.003431742160042918,0.9552936243991894,0.00777793363571766,0
2656,0.008101604292508391,0,0.0014761143971933621,3.0,2.0,5.0,0.0032628118285189314,0.11029812028655783,0.0014761143971933621,0
2657,0.013112545972708778,0,0.0005204749889760607,1.0,3.0,4.0,0.0027277573125059143,0.05546661689788834,0.0005204749889760607,0
2658,0.0002219682770849829,0,0.021189421877809478,1.0,2.0,1.0,0.009500497371809268,0.864068605946926,0.021189421877809478,0
2659,0.026371289961182376,0,0.05265298364311749,6.0,2.0,8.0,0.006232369137504926,0.1213329935924321,0.05265298364311749,0
2660,0.009277673276908704,0,0.016690284110083775,8.0,1.0,9.0,0.0005669031019017168,2.4313164462285783,0.016690284110083775,1
2661,0.10970295947660455,0,0.00010936715371206995,12.0,1.0,11.0,0.018335353345249925,3.253316929722473,0.00010936715371206995,1
2662,0.06775133298347827,0,0.01662005248943227,16.0,1.0,17.0,0.0061727611047823205,3.437969316513204,0.01662005248943227,1
2663,0.0052002375824347635,0,0.01359424997919062,18.0,2.0,20.0,0.010450540748285178,7.242087359031359,0.01359424997919062,1
2664,0.003985860922459533,0,0.03946100505048611,20.0,6.0,26.0,0.023496581307646314,9.940364534563543,0.03946100505048611,1
2665,0.007186607015738061,0,0.009617422623455496,20.0,1.0,21.0,0.0003061738972119782,2.0214408563680593,0.009617422623455496,1
2666,0.021875702264169558,0,0.002680363844560385,17.0,5.0,22.0,0.016651477487805724,2.924848338275453,0.002680363844560385,1
2667,0.03467083632241892,0,0.00720947498192559,13.0,4.0,9.0,0.016684217130573414,5.373616982212226,0.00720947498192559,1
2668,0.008592447781286622,0,0.023647976377385527,10.0,0.0,10.0,0.024231541247485916,5.058414508591483,0.023647976377385527,1
2669,0.005334802131661209,0,0.000400898050007481,9.0,4.0,5.0,0.008142452613170315,10.686945689424704,0.000400898050007481,1
2670,0.0,0,0.02906722396462319,8.0,0.0,8.0,0.01821316326973954,6.081232270068057,0.02906722396462319,1
2671,0.013553167012995235,0,0.043249081771106423,2.0,3.0,1.0,0.0005201191076676936,1.9499096122068238,0.043249081771106423,0
2672,0.005038279810084881,0,0.011900916039624065,3.0,4.0,1.0,0.0030337411668908687,2.571127833931939,0.011900916039624065,0
2673,0.008691759486994508,0,0.05707426546006994,4.0,2.0,2.0,0.013241235214852043,2.9794887297012735,0.05707426546006994,0
2674,0.0015190366480448275,0,0.050155225611263454,1.0,1.0,2.0,0.00857730389720529,3.4533588118028717,0.050155225611263454,0
2675,0.016633167046748845,0,0.014281974730978475,0.0,3.0,3.0,0.005539019276944029,0.5458545116236309,0.014281974730978475,0
2676,0.003073608163007363,0,0.03719167144790847,0.0,7.0,7.0,0.012713405571672942,0.8733833135864444,0.03719167144790847,0
2677,0.0013256864348670794,0,0.009002766914306237,2.0,3.0,5.0,0.012689408014007031,0.9910741827027891,0.009002766914306237,0
2678,0.0013256864348670794,0,0.05305407566051856,6.0,2.0,8.0,0.017157839252467777,1.910109311267746,0.05305407566051856,0
2679,0.014148900239657244,0,0.008673002007935027,5.0,25.0,30.0,0.015582547192506374,5.539194446536001,0.008673002007935027,1
2680,0.015794037995412014,0,0.03027928740767788,7.0,5.0,2.0,0.015582547192506374,2.5268121102787404,0.03027928740767788,0
2681,0.00016903799541201359,0,0.02655757706661449,11.0,7.0,4.0,0.015593332644211033,1.2518469473107103,0.02655757706661449,1
2682,0.002789625254775524,0,0.012872508833807306,13.0,7.0,6.0,0.0035746133119134438,0.9709148987605971,0.012872508833807306,1
2683,0.014571485856335581,0,0.0010963509873174182,21.0,8.0,13.0,0.008978455242075495,1.9725154741583992,0.0010963509873174182,1
2684,0.0011139236996972751,0,0.004661755620667729,17.0,3.0,14.0,0.027410427718674635,7.35252361620654,0.004661755620667729,1
2685,0.01868834005657083,0,0.009148538470043988,26.0,6.0,20.0,0.0059161092364990175,6.9287429231087145,0.009148538470043988,1
2686,0.00528006592953921,0,0.029112666159189615,24.0,7.0,17.0,0.018390315851228578,0.6336861784551076,0.029112666159189615,1
2687,0.014751647650546013,0,0.06316296038809716,22.0,6.0,16.0,0.014850072599264824,4.39826353511323,0.06316296038809716,1
2688,0.004788834288224103,0,0.04679502991895479,25.0,5.0,20.0,0.02139204177859566,2.820090111298015,0.04679502991895479,1
2689,0.011611000660652002,0,0.06673766646471935,20.0,5.0,15.0,0.022324780377482867,2.7073013655143257,0.06673766646471935,1
2690,0.030950781365639002,0,0.09690637024311377,21.0,1.0,22.0,0.0001470480101159466,3.0250900916522596,0.09690637024311377,1
2691,0.0009290269647289628,0,0.004692260404248527,20.0,3.0,17.0,0.02404177833675092,8.639443784645522,0.004692260404248527,1
2692,0.004697111827894243,0,0.008618245430811466,18.0,6.0,12.0,0.011816316587100861,3.0860145980750957,0.008618245430811466,1
2693,0.003026176919036061,0,0.010475816832986484,16.0,1.0,15.0,0.0010360129739530044,3.654355050496207,0.010475816832986484,1
2694,0.014044720618862416,0,0.23506439839038062,10.0,8.0,2.0,0.020327222568408854,7.025272089156658,0.23506439839038062,1
2695,0.0011766620648712145,0,0.1401920428295178,14.0,7.0,7.0,0.004738834094849653,3.611215309875405,0.1401920428295178,1
2696,0.002658043578416841,0,0.004979115488691899,14.0,4.0,10.0,0.01925360300118878,3.3492095025884225,0.004979115488691899,1
2697,0.0020178405905193902,0,0.28246022980947316,14.0,1.0,15.0,0.023682683072334787,2.731150385553292,0.28246022980947316,1
2698,0.023219219088162754,0,0.11769775130394011,10.0,3.0,7.0,0.002510578041961642,2.4083784067723,0.11769775130394011,1
2699,0.022780118130458826,0,0.03611589171988472,8.0,4.0,12.0,0.018102534742472143,8.093785548517701,0.03611589171988472,1
2700,0.0024403833488584464,0,0.16660034382859235,4.0,5.0,1.0,0.029570603044086374,2.6250600941966695,0.16660034382859235,1
2701,0.0011775441340686615,0,0.11439635901592005,4.0,6.0,2.0,0.01710851213654352,2.1529515104249697,0.11439635901592005,1
2702,0.04193848592644922,0,0.2575607460945736,10.0,12.0,2.0,0.02743701425995143,0.67654570076553,0.2575607460945736,1
2703,0.05450784010587395,0,0.08768426263958162,12.0,6.0,6.0,0.0,2.012766628420195,0.08768426263958162,1
2704,4.231821030283023e-05,0,0.07422879596347443,13.0,11.0,2.0,0.0009084712467802847,1.510071629084763,0.07422879596347443,1
2705,0.08934469034334518,0,0.010415874757053745,15.0,4.0,11.0,0.018051502441998712,1.218453874291896,0.010415874757053745,1
2706,0.11311802647701547,0,0.27310274689851577,13.0,3.0,10.0,0.001840641130141485,1.869697764724009,0.27310274689851577,1
2707,0.09642540958001444,0,0.21515187348179754,11.0,8.0,3.0,0.0031150429935386525,7.028865880767967,0.21515187348179754,1
2708,0.065396455647251,0,0.09470301592435737,14.0,2.0,12.0,0.01768557182538183,0.9143019881636292,0.09470301592435737,1
2709,0.029965646990115113,0,0.18389130253613317,6.0,1.0,5.0,0.017512746829695003,1.0452380736072087,0.18389130253613317,1
2710,0.021009496056446975,0,0.1486664116322799,12.0,1.0,13.0,0.04164694505287675,4.297102339733797,0.1486664116322799,1
2711,0.07359051681362988,0,0.21655038801226234,5.0,3.0,2.0,0.008523731625648956,3.3010433594295137,0.21655038801226234,1
2712,0.02007080649397458,0,0.14155992112535665,5.0,4.0,1.0,0.018736746744554944,2.563141949424349,0.14155992112535665,1
2713,0.014313367013222777,0,0.04990840663694307,4.0,4.0,8.0,0.012004078245469563,3.162741945446271,0.04990840663694307,0
2714,0.015170014890255434,0,0.035595646883843646,6.0,1.0,7.0,0.013728684159175053,9.26007162922187,0.035595646883843646,0
2715,0.041541171138343436,0,0.0036282280562403013,8.0,4.0,12.0,0.003539808223890717,1.5322897245690683,0.0036282280562403013,1
2716,0.12191596286896456,0,0.009141598781021276,12.0,1.0,11.0,0.020761386068800403,0.3118223792497048,0.009141598781021276,1
2717,0.06551205444169977,0,0.2023247040975671,16.0,3.0,19.0,0.08556544911051461,1.8915243007032672,0.2023247040975671,1
2718,0.002206882431673801,0,0.26729982486399817,21.0,3.0,24.0,0.02003979829764785,5.098640897885019,0.26729982486399817,1
2719,0.002206882431673801,0,0.05845881914666573,26.0,8.0,34.0,0.005372893936286871,5.186392825308928,0.05845881914666573,1
2720,0.04606787628321904,0,0.32719597243432896,23.0,8.0,31.0,0.02980397546311736,6.1157406805623395,0.32719597243432896,1
2721,0.0337392791470284,0,0.08521497397807898,30.0,8.0,38.0,0.025130038155351142,2.3509068251100302,0.08521497397807898,1
2722,0.022003048121098018,0,0.03217270907307512,35.0,18.0,53.0,0.03719515203092827,8.872182195154522,0.03217270907307512,1
2723,0.03381716549858646,0,0.05767547801942807,36.0,7.0,43.0,0.003518875070631311,3.2174440010608976,0.05767547801942807,1
2724,0.03050953508315868,0,0.013541607805483635,38.0,12.0,50.0,0.004585535263767093,9.384881701274026,0.013541607805483635,1
2725,0.06032077700127411,0,0.10376653125447055,38.0,10.0,48.0,0.008708802231771229,3.1923082487354293,0.10376653125447055,1
2726,0.001958242791287146,0,0.027304497979915854,39.0,8.0,47.0,0.02690741474678049,0.12335851752408189,0.027304497979915854,1
2727,0.010047841570315685,0,0.10052721248566365,37.0,11.0,48.0,0.015357591758138667,0.5245762301641719,0.10052721248566365,1
2728,0.030440587474257985,0,0.02791349839116275,118.0,20.0,138.0,0.07976353611435541,14.022604156958494,0.02791349839116275,1
2729,0.001453831079274659,0,0.036185919428077584,33.0,6.0,39.0,0.003218618051923583,5.009042412017294,0.036185919428077584,1
2730,0.0020020882873685864,0,0.002926260781896617,20.0,4.0,24.0,0.021763871410385882,0.33576624338380157,0.002926260781896617,1
2731,0.007835078786566418,0,0.006338174316847356,12.0,5.0,17.0,0.0005818196548635912,0.9979775899766707,0.006338174316847356,1
2732,0.019016676452329684,0,0.04080708170780567,14.0,2.0,16.0,0.011519456985269044,7.915540805920017,0.04080708170780567,1
2733,0.01190416032422198,0,0.025218104738827796,12.0,1.0,13.0,0.0030092430918546575,5.268197331113143,0.025218104738827796,1
2734,0.04697190708297233,0,0.0,8.0,4.0,4.0,0.01117071726604743,0.0,0.0,1
2735,0.030121984566432225,0,0.02170779794848232,10.0,1.0,9.0,0.0018484267303245372,4.153948142667488,0.02170779794848232,1
2736,0.02603229808306523,0,0.014498094181971233,9.0,2.0,7.0,0.006622419742667751,2.6402085575791716,0.014498094181971233,1
2737,0.031219876025908144,0,0.009704459041782909,10.0,6.0,4.0,0.015306488966915138,0.7405353011875775,0.009704459041782909,1
2738,0.006170380419815713,0,0.008292305818180579,7.0,2.0,5.0,0.0003156650958940077,0.6718814883670774,0.008292305818180579,1
2739,0.034088364607215066,0,0.0030330724890907934,6.0,3.0,3.0,0.008258340082430732,3.2149392611139973,0.0030330724890907934,0
2740,0.009713858903671713,0,0.002426897834717945,6.0,1.0,5.0,0.009339316561223693,6.194816285522521,0.002426897834717945,0
2741,0.10473543470486685,0,0.012788781678183092,3.0,3.0,6.0,0.004828297623084843,2.599430070570989,0.012788781678183092,1
2742,0.005144410411590014,0,0.03166334352298528,1.0,1.0,0.0,0.0008050073011783565,3.7225624478498958,0.03166334352298528,0
2743,0.01601502782397795,0,0.0914999405615714,1.0,3.0,2.0,0.003634260969814229,1.1934377261416813,0.0914999405615714,1
2744,0.0007148643765549287,0,0.013401857208956036,2.0,9.0,11.0,0.008800143366444413,0.9519093040807292,0.013401857208956036,1
2745,0.0007148643765549287,0,0.05818188216111031,3.0,4.0,7.0,0.014716140163683805,5.757907747829961,0.05818188216111031,0
2746,0.00503883055381564,0,0.06812480389630649,0.0,10.0,10.0,0.0028104167192212204,3.0973489439929267,0.06812480389630649,1
2747,0.004691330029984238,0,0.03655083904261458,3.0,8.0,5.0,0.022346136155569796,4.2306937067521915,0.03655083904261458,1
2748,0.007280551781758335,0,0.02101260407928429,2.0,4.0,6.0,0.01305617673479284,3.6811604620059484,0.02101260407928429,0
2749,0.002904653847484992,0,0.05165007760245299,3.0,7.0,10.0,0.0032324244142739322,0.09072339168903909,0.05165007760245299,0
2750,0.007338552925677921,0,0.03602599004896667,12.0,4.0,16.0,0.01679653704520312,4.603688559038545,0.03602599004896667,1
2751,0.00599431737061544,0,0.02121412399782685,16.0,4.0,20.0,0.029229917170235736,2.0561060214149904,0.02121412399782685,1
2752,0.012607671200193217,0,0.13617600501309857,11.0,2.0,13.0,0.00362129818991494,5.863704973144593,0.13617600501309857,1
2753,0.035953788029050436,0,0.166379400539584,18.0,6.0,12.0,0.005202866684234225,1.9741194400286304,0.166379400539584,1
2754,0.010985428900642177,0,0.01706714921252972,14.0,3.0,11.0,0.019541949964088617,0.3932277384576537,0.01706714921252972,1
2755,0.025846041992834974,0,0.05281644302156485,11.0,9.0,2.0,0.003997918938112938,2.688739864596627,0.05281644302156485,1
2756,0.03532219386485199,0,0.030352282530248575,14.0,5.0,9.0,0.0030598998767103203,4.7870422178064445,0.030352282530248575,1
2757,0.03462626125737521,0,0.029390756456004974,7.0,6.0,1.0,0.002666465536361823,4.313339211043456,0.029390756456004974,1
2758,0.027106514478232813,0,0.06493782761030598,4.0,2.0,2.0,0.01986616320438314,1.4311820295977498,0.06493782761030598,0
2759,0.03452007973454904,0,0.15515606213575855,10.0,10.0,0.0,0.01159159995912068,6.264706216321798,0.15515606213575855,1
2760,0.07015933714872752,0,0.03828317285042798,15.0,6.0,9.0,0.014834259384832307,1.946148461426617,0.03828317285042798,1
2761,0.0,0,0.006599713461849788,11.0,6.0,5.0,0.003334621455931816,3.229116591332115,0.006599713461849788,1
2762,0.007093332270425912,0,0.013987794639662376,7.0,2.0,5.0,0.012353189737120338,2.632029367633436,0.013987794639662376,0
2763,0.0011449999680606116,0,0.02273929672615138,11.0,3.0,8.0,0.018467314682001662,5.026919121363164,0.02273929672615138,1
2764,0.0007032494165160608,0,0.014506129870793805,13.0,2.0,11.0,0.00741017299682116,0.006052001279670094,0.014506129870793805,1
2765,0.014034099669620492,0,0.020079574698031233,10.0,0.0,10.0,0.0009299265402923779,1.9882835016988167,0.020079574698031233,1
2766,0.009620316576373245,0,0.023346582767621304,8.0,1.0,7.0,0.00023578960625141032,0.8871713005234483,0.023346582767621304,1
2767,0.011301532856263397,0,0.03391894414440061,7.0,1.0,8.0,0.004591244313822032,1.9718309800718146,0.03391894414440061,0
2768,0.003545433410921006,0,0.023986429917064622,4.0,1.0,5.0,0.01892599824435562,0.985799626162418,0.023986429917064622,0
2769,0.013216403865452586,0,0.03166367384924618,5.0,3.0,8.0,0.0039072590696384996,5.883110983128063,0.03166367384924618,0
2770,0.0026582013097896096,0,0.012233236507843581,0.0,3.0,3.0,0.013652284962606745,0.11432995749291308,0.012233236507843581,0
2771,0.022446685672507405,0,0.0005766828607165486,5.0,4.0,1.0,0.01662362592873652,2.625059945350273,0.0005766828607165486,0
2772,0.005023929222153445,0,0.016382645877775825,7.0,4.0,3.0,0.02302825243822812,1.1375943811730735,0.016382645877775825,0
2773,0.012511677248298492,0,0.008895487125740564,13.0,1.0,12.0,0.005618457054670761,1.9944768435665594,0.008895487125740564,1
2774,0.018302417608137334,0,0.008892767386907197,16.0,5.0,11.0,0.008904009502508997,1.9120972564380736,0.008892767386907197,1
2775,0.016565024216952107,0,0.0078302366925051,15.0,2.0,13.0,0.006102783480697982,2.156530523234011,0.0078302366925051,1
2776,0.005717515251051186,0,0.006486013197078866,14.0,5.0,9.0,0.01866164320324412,1.9016420790352697,0.006486013197078866,1
2777,0.0357617587493147,0,0.03413436164040479,13.0,3.0,10.0,0.008239457877718376,3.1832209255670136,0.03413436164040479,1
2778,0.00140356169346878,0,0.021161877582260236,12.0,4.0,8.0,0.004668715051078354,1.1176896997718302,0.021161877582260236,1
2779,0.039267690143648004,0,0.017006019801353522,12.0,8.0,4.0,0.0009398178013712843,2.8535642542926496,0.017006019801353522,1
2780,0.024227872748182777,0,0.023650959167193952,12.0,5.0,7.0,0.003390052047169606,0.9150353999644096,0.023650959167193952,1
2781,0.005205162050380019,0,0.04571557418926453,9.0,4.0,5.0,0.005454621851602781,3.896579462277259,0.04571557418926453,1
2782,0.00761440190625956,0,0.04590011406144162,9.0,2.0,7.0,0.005601081307780864,1.0602173523722627,0.04590011406144162,1
2783,0.015826600811695124,0,0.009529906707668456,9.0,3.0,6.0,0.0029495490128003676,0.9043039648583573,0.009529906707668456,1
2784,0.015826600811695124,0,0.006969762038391059,7.0,2.0,5.0,0.01281964760228535,1.911085233961117,0.006969762038391059,1
2785,0.023685470932602315,0,0.010866102556391033,4.0,1.0,3.0,0.0005938088270131259,2.0719428871682055,0.010866102556391033,0
2786,0.011956457804688125,0,0.029477136972133944,4.0,3.0,1.0,0.0005980393993088584,0.9044446084359947,0.029477136972133944,0
2787,2.936072502079945e-05,0,0.021792594713830882,5.0,2.0,3.0,0.0047934493984047866,0.9108962068884523,0.021792594713830882,0
2788,0.024791617056267035,0,0.0013483719432998975,2.0,2.0,0.0,0.008457020257906372,0.2595860125402396,0.0013483719432998975,0
2789,0.05654902068886147,0,0.026271238121354346,2.0,3.0,1.0,0.0019876926023231767,0.8854527693162311,0.026271238121354346,0
2790,0.0032633222278120044,0,0.0340543723373663,3.0,1.0,2.0,0.005703727783504531,4.030991958256465,0.0340543723373663,0
2791,0.03161516309206047,0,0.01203936431403213,2.0,4.0,2.0,0.0159997457802101,0.9811897261371882,0.01203936431403213,0
2792,0.01713383419190989,0,0.0021432289407436467,2.0,2.0,0.0,0.008546213286300619,0.17466987147872715,0.0021432289407436467,0
2793,0.001563432842980661,0,0.01262797608162547,2.0,5.0,3.0,0.015166058457925707,0.883269282449902,0.01262797608162547,0
2794,0.01896307319920182,0,0.009079418428939112,5.0,1.0,4.0,0.005229908643923531,1.9005547113366674,0.009079418428939112,0
2795,0.0,0,0.015464072757696457,3.0,1.0,2.0,0.004122646005306235,0.22216773167130555,0.015464072757696457,0
2796,0.01896307319920182,0,0.0008050312020904116,4.0,0.0,4.0,0.007204791628672602,0.30519879117400706,0.0008050312020904116,0
2797,0.014344173665213455,0,0.027414824553835204,6.0,4.0,10.0,0.022737844709026372,0.5904121909398299,0.027414824553835204,0
2798,0.011115832835029316,0,0.0047757613686731926,9.0,3.0,12.0,0.011430515450139511,1.7621967280491049,0.0047757613686731926,1
2799,0.014537987861696466,0,0.021270337775835202,7.0,3.0,10.0,0.02581071880539046,1.0102746666253495,0.021270337775835202,0
2800,0.03486840594750451,0,0.017170428769682777,9.0,6.0,15.0,0.012279520047165565,0.01599973233469143,0.017170428769682777,1
2801,0.18853250628385154,0,0.015201407591994787,13.0,7.0,20.0,0.013243629053161732,4.425487862090833,0.015201407591994787,1
2802,0.00280855503426021,0,0.009165146824874515,18.0,4.0,22.0,0.008951572602855895,4.927253805707693,0.009165146824874515,1
2803,0.009326317078226842,0,0.010730762004640682,23.0,6.0,29.0,0.019896006528445226,3.6513507810044246,0.010730762004640682,1
2804,0.006653332271374976,0,0.011802975484275058,26.0,5.0,31.0,0.008184309945691859,1.1106640304503657,0.011802975484275058,1
2805,0.011520945727280935,0,0.05781032797618507,26.0,4.0,30.0,0.028590159755791933,3.305553928155689,0.05781032797618507,1
2806,0.02873222835900127,0,0.011340011910221548,22.0,6.0,28.0,0.03285882707466942,5.325693761673875,0.011340011910221548,1
2807,0.020141939596536776,0,0.06259374542083829,20.0,4.0,24.0,0.00950480776952689,4.62920205580977,0.06259374542083829,1
2808,0.017177783051721907,0,0.01920375926994422,18.0,4.0,22.0,0.023646840493036725,3.3882248866230498,0.01920375926994422,1
2809,0.025616463014533207,0,0.05967553197398051,13.0,5.0,18.0,0.0032060306227135738,5.1851045551014465,0.05967553197398051,1
2810,0.0303780451370576,0,0.07377146798841655,13.0,8.0,21.0,0.00785530924869432,0.13083954818165466,0.07377146798841655,1
2811,0.01277177523597181,0,0.11299524110456716,10.0,4.0,14.0,0.009811716278125604,3.672558201246943,0.11299524110456716,1
2812,0.013160674641243583,0,0.0036242343333555693,9.0,4.0,13.0,0.017418354539021075,2.1393544052150446,0.0036242343333555693,1
